gene	log2fc	p
Alms1	0.928629674600894	0.453426563551842
Zfp692	0.928629674600894	0.503833464962337
Letmd1	0.928629674600894	0.653086102701958
Hexdc	0.928629674600894	0.733237274750558
Septin2	0.928629674600894	0.733237274750558
Dusp19	0.928629674600894	0.892876409377478
H2ac21	0.928629674600894	0.967037272981869
Tspan32	0.928629674600894	0.967037272981869
Kif1a	0.928629674600894	0.996779000064319
Procr	0.928629674600894	1
Gm56533	0.928629674600894	1
Mss51	0.928629674600894	1
Dand5	0.928629674600894	1
Ak1	0.928629674600894	1
H3c7	0.928629674600894	1
Nutf2-ps1	0.928629674600894	1
Zfp808	0.928629674600894	1
Gm33037	0.928629674600894	1
Gpam	0.928629674600894	1
Tenm4	0.928629674600894	1
Zfp189	0.928629674600894	1
Izumo1r	0.928629674600894	1
Tspan3	0.929057076482524	7.27073260146241e-07
Fto	0.929976100308412	0.0449548849823064
Snrnp25	0.932240928153277	0.0148023936372039
Slc48a1	0.932352760643612	0.000545558710094369
Pycr2	0.93273407293363	0.00956975229538176
Crim1	0.93273407293363	0.905863489981676
Pop5	0.933383204571528	0.00255836374161909
Romo1	0.934248459150501	4.70366263357133e-09
Trap1	0.934384349326702	0.00634982660112876
Tom1l2	0.934861628312411	0.0266448587318844
Snhg20	0.935027445799046	0.064194969712472
Elp6	0.935582435242662	0.733237274750558
Dusp8	0.935582435242662	0.733237274750558
Pfdn4	0.936050614718096	0.00023240811531986
Slc37a2	0.936177680141519	1.00641743032583e-06
Agap3	0.936242858710774	0.0943239886752796
Nos1ap	0.936242858710774	0.131027493097649
Mtg2	0.936491792373869	0.227926540260443
Cmc2	0.936702975136579	0.0875669854540139
Nifk	0.937674814203899	0.0136928281450887
Ash2l	0.937674814203899	0.0237138033462378
Ermard	0.938028372603148	0.337616724015188
Wdr83	0.938254093489295	0.130645093112432
Erlin2	0.938410695393484	0.0262674568406177
Gm56592	0.939276918800404	0.0811734689961145
Ids	0.939276918800404	0.0878589670296451
Chpf2	0.939276918800404	0.208141945009097
Crls1	0.939276918800404	0.523994100024655
Rbp1	0.939276918800404	0.733237274750558
Acy1	0.939276918800404	0.97215206162303
Maz	0.940034437873146	0.0322712782883267
Septin11	0.940542996144396	0.000175281717933684
Cnot6	0.940908004379335	0.00193738323342918
Mcm7	0.941568730308396	0.484323032575036
Pradc1	0.941568730308396	0.484323032575036
Apmap	0.941926497214354	0.122849713150881
Gpsm2	0.942150814254517	0.12283847857413
Gabarapl1	0.943129244296009	0.000559015485147555
Atp6v0e2	0.943129244296009	0.326906211423942
Fbxo46	0.943129244296009	0.953295225855396
Pold1	0.943129244296009	1
Dennd5b	0.943129244296009	1
Rgs1	0.944024432395194	5.27781758845055e-09
Tmem86a	0.944800965272039	0.000266397207028252
Tmem202	0.945117797389466	0.695846662457969
Smagp	0.946331676334356	0.0220398992014499
Zfp787	0.946331676334356	0.219000123869485
Mtrf1l	0.946331676334356	0.617185180961038
Ttc27	0.946331676334356	0.821984416848772
Poldip2	0.946908408319202	0.0220398992014499
Hotairm1	0.947149762571694	0.336941661442463
Calcrl	0.947466316613753	0.233468042477835
Lsm5	0.94763433560199	2.80647632915608e-05
Lsm2	0.947836978386951	3.13310161957742e-05
Mrpl37	0.947899701531214	0.00588512296492081
Psmd3	0.947975024320321	7.60502439251155e-06
Suv39h1	0.948182472022293	0.259273456389788
P2ry6	0.949527015494158	6.67957200549825e-07
Colgalt1	0.950037613638188	6.1512549112596e-05
Thyn1	0.95028227414448	0.00122919427420434
Gm14325	0.951349751100976	0.44746677009705
Fastkd2	0.951349751100976	0.81770497227198
Ambp	0.951349751100976	1
0610009E02Rik	0.951349751100976	1
Prdm11	0.951349751100976	1
B3glct	0.951349751100976	1
Slc16a13	0.951349751100976	1
Zscan18	0.951349751100976	1
Suox	0.951349751100976	1
Sntb1	0.951349751100976	1
A630066F11Rik	0.951349751100976	1
Kcnip1	0.951349751100976	1
Gm57330	0.951349751100976	1
Gm57248	0.951349751100976	1
Zfp629	0.951349751100976	1
Nckap5l	0.951349751100976	1
6720470G18Rik	0.951349751100976	1
Lgals1	0.951654622925332	0
Ppp1r14b	0.951810897034546	2.32527138406097e-07
Alkbh7	0.952646555719429	0.00340941023125897
Sympk	0.952646555719429	0.00885282089971288
Etfb	0.952680037078945	5.64494149001892e-14
Bin1	0.952847617690855	3.91413372927898e-07
Fam118b	0.953082718325434	0.0177662288307162
Polr1a	0.953960964557514	0.241011403712521
Prep	0.95510188596209	0.0124861192043901
Nhp2	0.955396584163678	4.20995887501868e-10
Tm9sf1	0.955562002387894	0.00286045611438761
Nradd	0.956644050770488	0.359081107805365
Tbccd1	0.956644050770488	0.813760406746921
Osbpl1a	0.95748453727308	0.0359924445098707
Cd93	0.958891300113595	2.30400477111955e-09
Ttc13	0.959402023395715	0.361185252807569
Mad1l1	0.96033853432823	0.111010978514578
5031425F14Rik	0.96033853432823	0.97215206162303
Bcdin3d	0.96033853432823	0.97215206162303
D030056L22Rik	0.961521556158268	0.358536446900101
Hdac2	0.961988271547328	0.000464192956054499
Cct4	0.962238067243715	8.50489817461053e-11
Sh3glb2	0.962238067243715	0.239773119336333
B4gat1	0.962238067243715	0.773594501715318
Rad51d	0.962238067243715	0.95155367435619
Akap7	0.963063171664772	0.0236889749015038
Nudt8	0.963063171664772	0.0349441147575646
Arhgef2	0.963201340993125	1.63772613423129e-07
Cntln	0.963322392767056	0.0379954601982872
Dpy30	0.963449228675604	1.75083835695293e-05
Cln6	0.963524465047078	0.0258800389151606
Thra	0.964023581136086	0.010695240361853
Elp2	0.964023581136086	0.0256208820839008
Tnfsf9	0.964104023581729	0.0602914968868992
Tsr1	0.965155550626006	0.0495467523962391
Itpripl1	0.965155550626006	0.164302256731648
Agk	0.965155550626006	0.458893338852463
Aldh4a1	0.965155550626006	0.865890569171534
Psma8	0.965155550626006	1
Fndc7	0.965155550626006	1
Gpt2	0.965155550626006	1
Il33	0.965155550626006	1
Snrpa1	0.965398408137045	5.11633186062239e-08
Hebp1	0.965782673018363	4.41180393780693e-08
Gadd45gip1	0.966396045148599	0.000723240716126882
Slx4	0.967291294969998	0.318044666634681
Idh2	0.967881474990869	1.03838238384673e-05
Cse1l	0.968158038787531	0.00122443674699998
Pdgfb	0.968158038787531	0.0338442452099699
Akip1	0.968158038787531	0.0539025759644199
Zc3h6	0.968158038787531	0.661511595863639
Myg1	0.968423264459919	0.00273311851415846
Ergic1	0.968627742532817	7.78931414161819e-05
Bola2	0.969471769375405	1.39613573867358e-07
H1f1	0.970208778352294	0.773594501715318
Gm48226	0.970208778352294	0.97215206162303
Gm11290	0.970208778352294	0.996988749759973
Nenf	0.970623763265519	3.83216849651756e-05
Map1s	0.971008276871447	0.0300591676922854
Ap1s1	0.971206344973383	4.85826029123796e-10
Abcg2	0.971698396492781	0.435865411797939
Ptdss2	0.971698396492781	0.544366694710029
Gm16124	0.971698396492781	0.697058524794628
Phf13	0.972108311267778	0.0512800637548372
Mink1	0.972829478511429	0.0145847973733373
Miip	0.972829478511429	0.100213168966193
Eef2k	0.972829478511429	0.928148517532824
Tmem62	0.972829478511429	0.985717823875977
Coq5	0.973148341379542	0.00393894046822794
Rhbdd1	0.974433364214019	0.0789064565069946
Nat10	0.975516062231733	0.349579772247119
Alkbh8	0.975516062231733	0.358509757896718
Tsen54	0.975516062231733	0.498092886105482
Crip1	0.976619452660824	0
Nsun5	0.976884843208116	0.223527238052266
Mtrr	0.976884843208116	0.29860499499717
Zfp971	0.976884843208116	0.310347993120078
Coq3	0.977344959633925	0.203255908291985
Fam234a	0.978271050416268	0.00241134085089354
Galns	0.979094741583886	0.0177587352326182
Hypk	0.979473352015365	0.000964183875329279
Ccdc90b	0.981097094495031	0.0136928281450887
Thap4	0.981097094495031	0.100782180672838
Gas2l1	0.981097094495031	0.167733420891437
Cd22	0.981097094495031	0.640479987049561
Synpo	0.981097094495031	0.814972446985211
Zfp946	0.981097094495031	0.830401760307347
Pigh	0.981097094495031	0.928148517532824
Gm43727	0.981097094495031	0.930566784927572
E430024I08Rik	0.981097094495031	0.998916775202332
Fut4	0.981097094495031	0.998916775202332
Gm21860	0.981097094495031	1
Napb	0.981097094495031	1
Gm12184	0.981097094495031	1
Vwf	0.981097094495031	1
Fam167b	0.981097094495031	1
C230038L03Rik	0.981097094495031	1
Gm56623	0.981097094495031	1
Gm56847	0.981097094495031	1
Etaa1os	0.981097094495031	1
Kit	0.981097094495031	1
9530018F02Rik	0.981097094495031	1
Sh2d4b	0.981097094495031	1
H3c11	0.981097094495031	1
1700030E10Rik	0.981097094495031	1
Gm46336	0.981097094495031	1
Gm12703	0.981097094495031	1
Slc5a6	0.981097094495031	1
Camk2n2	0.981097094495031	1
Gm49066	0.981097094495031	1
Arhgef5	0.981097094495031	1
Gm56836	0.981097094495031	1
Vkorc1	0.982082878640585	0.000406157775443046
Man1c1	0.982426154967551	0.00270983239008618
Hdgfl2	0.982537628854248	0.00258671272718306
Tmx2	0.983410960333276	0.0601126392442002
Tnpo2	0.984264373573712	0.110868208058178
Mmut	0.98458608057491	0.252157882133261
Airn	0.984839496180846	0.00654074604552483
Srsf1	0.986732629164465	0.00378782495180984
Mettl22	0.986973660831703	0.500583683677911
Fbxl8	0.986973660831703	0.617753442665855
Lnpk	0.987730186827479	0.0565413772122236
Uchl3	0.988186519281349	0.00135804637757145
Nup205	0.988186519281349	0.0262722517401563
Tmem170b	0.988186519281349	0.197709653425332
Pno1	0.989236439305047	2.70070918992918e-05
Gm15564	0.990030219265038	1.24554073864127e-05
Ctns	0.990030219265038	0.052239523938318
Mavs	0.990030219265038	0.605549475625662
Cptp	0.990030219265038	0.743851324631338
Dtd1	0.990651401208279	0.0791526882679835
Slc25a4	0.991903849451615	0.000103902028688191
2410002F23Rik	0.991903849451615	0.139693425631902
Rgp1	0.993169926795604	0.384918702149777
Trmo	0.993169926795604	0.770522556219053
Rbak	0.993169926795604	1
Acad11	0.993169926795604	1
Chek2	0.993169926795604	1
Lrrc49	0.993169926795604	1
Rtel1	0.993169926795604	1
Ebpl	0.993568406301215	0.000794085607461158
Ecm1	0.994005683452917	2.38233677388574e-09
Rad50	0.99477203139211	0.0133505901248685
Aco1	0.995144868980666	0.0704539278362454
Pcnx3	0.995743870459434	0.140348391614968
Tamm41	0.995743870459434	0.144915916244052
Dnase2a	0.996203986885243	9.24478007427834e-07
Gm14326	0.996396230877915	0.229433851984875
Pkd1	0.996864410353344	0.590909125734681
Homer3	0.999712772662379	0.0382310749843242
Syngr1	0.999712772662379	0.0951371005995643
Noc3l	0.999712772662379	0.145957185452027
Mios	0.999712772662379	0.33837912304264
Ephx1	0.999712772662379	0.8600152514276
Fcor	0.999712772662379	1
Gm36172	0.999712772662379	1
Gm14164	0.999712772662379	1
Clcc1	1.00059327012083	0.00303130116266898
Eef1e1	1.00119830055154	0.000255682960327388
Rab40c	1.00197582417095	0.302204812212666
Mgmt	1.00197582417095	0.388250673121394
Edil3	1.00226170449308	0.135296454096653
Pepd	1.00240760074044	5.94230664674456e-10
Atg16l2	1.00312340082503	0.0600400465072509
Wdr46	1.00381717099511	0.0423205775748098
Stxbp1	1.00381717099511	0.263493895371272
2610044O15Rik8	1.00381717099511	0.733160461211428
Maml2	1.00486526042798	0.00454282221790353
Mrpl23	1.00540034217763	8.2806310827851e-14
Slamf9	1.00554185146457	4.6196171267452e-07
Nop16	1.00663218660217	7.35909190815796e-06
Pip4k2b	1.00663218660217	0.167015525244662
Tmem241	1.00663218660217	0.465768957489132
Slc37a1	1.00663218660217	1
Msl3l2	1.00663218660217	1
Brca2	1.00663218660217	1
Kif2c	1.00663218660217	1
Syce2	1.00752521977268	0.111642851595566
Rnf121	1.0084247257115	0.0148023936372039
Adcy9	1.00868292616693	0.505366729026728
Stau2	1.00868292616693	0.58795654789422
Abcd4	1.00868292616693	0.684947284965109
Bbs4	1.01024344015455	0.764949933462376
Fkbp3	1.01101267239932	2.88905572942587e-05
Flcn	1.01147074353855	0.000202220294133417
Erh	1.01168541432845	0.00482313470082889
Zdhhc8	1.01246126540437	0.73367242795645
Lins1	1.01246126540437	0.73367242795645
Asrgl1	1.01246126540437	0.968190398011016
Dynll2	1.01284267850398	5.96025751420557e-06
Pvt1	1.01526958366282	0.00254229851032291
Stard8	1.01534130779422	0.0236174347136031
Cipc	1.01548008852069	0.120047710658393
Fads1	1.01586251265571	0.0783361716022522
Cep70	1.01586251265571	0.476300162110832
Ctsb	1.0163819248593	0
Epb41l1	1.01701666874998	0.00237917465929035
Ctso	1.01743894155875	0.00697451478529576
Glt8d1	1.01809130197723	0.118615931643853
Zc3h12c	1.01876751246109	0.0818293337077954
Las1l	1.02173907899238	0.0351356809259469
Ptk2	1.02173907899238	0.227258373476644
Tmem106c	1.02173907899238	0.329341169776303
Flywch1	1.02173907899238	0.346868627862304
Lrrc14	1.02173907899238	0.687667684263387
5730409E04Rik	1.02173907899238	0.726253970854253
Zfp422	1.02173907899238	0.735594025702529
Hpn	1.02173907899238	0.773594501715318
Spred3	1.02173907899238	0.920655261303668
Zfp58	1.02173907899238	0.95983086782332
Sult1a1	1.02173907899238	1
Melk	1.02173907899238	1
Pdcd1	1.02173907899238	1
Gfod2	1.02173907899238	1
Ss18l1	1.02173907899238	1
Intu	1.02173907899238	1
Wdr25	1.02173907899238	1
Zfp219	1.02173907899238	1
Wfdc18	1.02173907899238	1
Gm39792	1.02173907899238	1
Col3a1	1.02173907899238	1
Gm10553	1.02173907899238	1
Gm2629	1.02173907899238	1
Galnt12	1.02173907899238	1
Gm49801	1.02173907899238	1
Gm11592	1.02173907899238	1
Dner	1.02173907899238	1
Gm43569	1.02173907899238	1
Gm20457	1.02173907899238	1
Zfp972	1.02173907899238	1
Upp2	1.02173907899238	1
Magee1	1.02173907899238	1
Kcnj10	1.02173907899238	1
Garnl3	1.02173907899238	1
Wnt10a	1.02173907899238	1
Ski	1.02294686059568	9.22643372108839e-05
Mesd	1.02484498986019	1.0606252762365e-05
Pdlim4	1.02610427155378	6.77633344313791e-06
Actr6	1.02618498402357	0.106428906641478
Serpine1	1.02752143158638	0.125342170903941
Stk11ip	1.02789130597397	0.366583087839311
AI987944	1.02789130597397	0.475991364739111
Gtf3c6	1.02879383652633	7.75103190365136e-06
Nme6	1.02879383652633	0.733237274750558
Rab7b	1.02906241979824	1.83332176006717e-09
Cby1	1.02935226310225	0.225507180538285
Itgb5	1.02947472777198	0.000970624269612805
Pigk	1.02983276103872	1.22395545982206e-05
Ap1g2	1.03000669497598	0.135472954160192
6030458C11Rik	1.03000669497598	0.141063979872485
Rps18-ps4	1.03000669497598	0.556468142816981
Rps19bp1	1.03033510268076	1.26921131051454e-05
Tmem107	1.03078421859538	0.261102519667162
Zfp319	1.031723167565	0.736393381404774
Accs	1.031723167565	0.736393381404774
3110009E18Rik	1.031723167565	0.754978804583098
Ccdc137	1.031723167565	0.754978804583098
Cpt2	1.031723167565	0.754978804583098
Gm57352	1.031723167565	0.922736834194382
Ccdc93	1.03208102321384	0.00220961319336054
Mrps10	1.03226974648455	8.13620240699632e-06
Tsen15	1.03332705326759	0.124471113105152
Mrps27	1.03332705326759	0.211548846288278
Pabpc4	1.03433911577201	0.247633170911812
4732471J01Rik	1.03433911577201	1
Bach2	1.03471693299059	0.0034950300324387
Knop1	1.03648566436156	0.000629241274731768
Npepl1	1.03724017253256	0.00789006949512846
Kcnab2	1.03881259235132	0.00034857941120401
Tmem276	1.03881259235132	0.782191872287982
Qtrt2	1.03881259235132	0.810046047954008
Klhl42	1.03881259235132	1
Nr2c2ap	1.03938203977963	0.000905793543289156
Maf	1.03946827342469	2.9397903121213e-12
Foxj3	1.03960549978589	0.00835239331126594
Nudt2	1.04033629786971	0.000163734013955671
Pi4kb	1.04074004092243	0.0297323687879477
Creld1	1.04110440385931	0.381243287977694
Tmem29	1.0414348803333	0.0148023936372039
Mrpl44	1.04249763915917	0.0392783642843178
B3gntl1	1.04249763915917	0.75704563365477
Zswim8	1.04291310209678	0.00124701251831578
E130307A14Rik	1.04410689202083	0.684409918004774
Smyd2	1.04500885831522	0.34481398293627
Taf5l	1.04628126325517	0.0835881030934851
Cadm1	1.04821129035357	0.000621659156959303
Bahd1	1.04821129035357	0.0727584204344729
Ipo13	1.04821129035357	0.278460982941844
9930104L06Rik	1.04821129035357	0.58795654789422
Cfap298	1.04821129035357	0.733237274750558
Pole2	1.04821129035357	0.733237274750558
Mars2	1.04821129035357	1
Gm57280	1.04821129035357	1
Ankmy2	1.04821129035357	1
Acot11	1.04821129035357	1
Hdac10	1.04821129035357	1
Pms1	1.04821129035357	1
Pick1	1.04821129035357	1
Sfn	1.04821129035357	1
Coq8a	1.04821129035357	1
Zfp712	1.04821129035357	1
St6galnac5	1.04821129035357	1
Ctla2b	1.04960587242532	0.00598600843447818
Pprc1	1.05016748731889	0.0799681662738756
Timm9	1.05088542465189	0.010405092046703
Rft1	1.05148642238643	0.370415545384479
D6Wsu163e	1.05243587621529	0.177464891157848
Ccar2	1.05243587621529	0.73367242795645
Zgpat	1.05344793871971	0.0683873665744028
Larp7	1.05416055668476	1.94723096060447e-05
Mfsd3	1.05416055668476	0.758791731724643
Rida	1.05416055668476	0.773594501715318
Fam110b	1.05416055668476	0.773594501715318
Ercc6l	1.05416055668476	0.953343709052911
Mcph1	1.05568641091571	0.0799681662738756
Endov	1.05568641091571	0.509467654264312
Tada2a	1.05568641091571	0.733237274750558
Adprs	1.05826495501749	0.00789006949512846
Tsr2	1.05826495501749	0.156148172090593
Ccdc66	1.05826495501749	0.384918702149777
Dync2i1	1.05826495501749	0.591441031313494
Wdr91	1.05900995634615	0.000849244748418711
Plk2	1.05916748556985	0
Mycbp	1.05936415129229	0.0432998873958985
Ankrd39	1.06073321060824	0.0178259044375855
Acss1	1.06126744317901	0.29284348214903
Gm56829	1.06126744317901	0.705744157622662
Carnmt1	1.06248542133568	0.0876677623327482
Pus1	1.06355925468701	0.00191298567184743
Klhl21	1.06355925468701	0.179279424004505
Arhgap21	1.06451310268267	0.0177322382681568
Terf2	1.06451310268267	0.0555318753749577
Rcc1l	1.06536601139264	0.273149011345898
Palld	1.06613319835083	0.0531697908579613
Adpgk	1.06627747506887	0.00322469329183447
Gtf2h2	1.06682696852092	0.0876677623327482
Suv39h2	1.06682696852092	0.949650805887588
Pum3	1.06880733264916	1.21209404034163e-05
Dcstamp	1.06904479377073	0.210520531482199
Tbc1d19	1.06904479377073	0.738066526153221
Ubiad1	1.06904479377073	0.868792658572986
Fabp3	1.06963376909669	0.12004309847424
Mtg1	1.06990636145288	0.0169163412984278
Sesn1	1.07006352633576	0.00116282517117635
Tmco3	1.07016576899488	0.050021932571564
S1pr2	1.07016576899488	0.0886276760634105
D17H6S56E-5	1.07029082382449	0.000149024858499736
Nudt16	1.07036443259212	0.00133448630299285
Lrrc40	1.07064867947332	0.143502675238275
AU041133	1.07064867947332	0.566278361230452
Eif3j2	1.07064867947332	0.566278361230452
Sap25	1.07064867947332	0.704126390606139
Mtln	1.07087380158361	0.00018209288918819
Cog1	1.07108899537508	0.0129306075328125
Ada	1.07149211418948	0.0059147872022802
Jpt2	1.07149211418948	0.0138702523341211
Thumpd1	1.07164398481869	0.000266621061311954
Gng11	1.07186255841822	0.179279424004505
Snapc2	1.07236515206234	0.0557084029170903
Snx7	1.07357801051199	0.188118295449402
Ryr1	1.07448054106435	0.0173653621146287
Ctsd	1.07601210739212	0
Hadh	1.07618686301476	0.00311405150326926
Arg1	1.07644497108251	0.000896401082857456
Agap1	1.07788215702991	0.0160436655610541
Slc9a9	1.07837679410558	1.68523388945408e-11
Anxa3	1.07848323443614	1.88645382399732e-09
Ccl6	1.07854028146806	0
Usp48	1.07916735904145	3.2463532655276e-05
Mt1	1.07963054845657	0
Aven	1.08063276804594	0.119350310484049
Nubpl	1.08063276804594	0.296243921461553
Tmem94	1.08063276804594	0.423021566456643
Ttll5	1.08063276804594	0.423021566456643
Unc13a	1.08063276804594	0.615077854320059
Ccdc51	1.08063276804594	0.814183339492596
Fkbp9	1.08063276804594	0.846495632888502
Dcn	1.08063276804594	0.97215206162303
Mlf1	1.08063276804594	1
Pigo	1.08063276804594	1
Il11ra1	1.08063276804594	1
Shcbp1l	1.08063276804594	1
Tmem132a	1.08063276804594	1
Wdr19	1.08063276804594	1
Pcgf2	1.08063276804594	1
Tnfsf15	1.08063276804594	1
Capsl	1.08063276804594	1
Gm9484	1.08063276804594	1
Mgp	1.08063276804594	1
Gm39556	1.08063276804594	1
Gm33699	1.08063276804594	1
Rarb	1.08063276804594	1
Cuedc1	1.08063276804594	1
K230015D01Rik	1.08063276804594	1
Hic1	1.08063276804594	1
Gm44702	1.08063276804594	1
Cep112	1.08063276804594	1
Tgfb1i1	1.08063276804594	1
Gm13783	1.08063276804594	1
Fam161a	1.08063276804594	1
Asap3	1.08063276804594	1
Gm56548	1.08063276804594	1
Nid2	1.08063276804594	1
1700102H20Rik	1.08063276804594	1
Cldn15	1.08063276804594	1
Ryk	1.08063276804594	1
Rtl8a	1.08063276804594	1
Mpo	1.08063276804594	1
Slc25a23	1.08063276804594	1
Cox6a2	1.08063276804594	1
Ranbp17	1.08063276804594	1
Myzap	1.08063276804594	1
Gm12610	1.08063276804594	1
Plpp7	1.08063276804594	1
Gm14634	1.08063276804594	1
Cntf	1.08063276804594	1
Tagln	1.08063276804594	1
Gpa33	1.08063276804594	1
Gm39213	1.08063276804594	1
St8sia6	1.08063276804594	1
Gm13481	1.08063276804594	1
Gm56848	1.08063276804594	1
Gm13572	1.08063276804594	1
Tmprss6	1.08063276804594	1
Abhd3	1.08063276804594	1
Grap	1.08063276804595	0.125044108025517
Dtwd1	1.08063276804595	0.178338829636521
Dnaaf10	1.08063276804595	0.387364854727216
Ighmbp2	1.08063276804595	0.585091828298955
Slc22a21	1.08063276804595	1
Stil	1.08063276804595	1
Zfp850	1.08063276804595	1
9330111N05Rik	1.08063276804595	1
Tigit	1.08063276804595	1
Dtymk	1.08208198468302	2.33801500930609e-06
Pa2g4	1.08287471883262	0
Kmt2d	1.08366682813558	0.00815568579883952
Aimp2	1.08402335724672	5.24387607798034e-05
Mettl1	1.0850650143612	0.000896401082857456
Plbd2	1.08530420776984	0.0001525081957039
Immp2l	1.08551498942569	0.33908717013441
Sms	1.08703053924409	6.53281226989667e-06
Ppargc1b	1.08801229841154	0.387927350607225
Ubl4a	1.08824595215582	4.76304248997e-10
Utp11	1.08855243134219	1.20617270412251e-06
Wrap53	1.08885327485092	0.505366729026728
Hal	1.0904730906735	2.66307548003555e-07
Myo7a	1.09054823691103	0.0504784872184208
Smc2	1.09090110349977	0.00583232517855406
Cep68	1.09128001224546	0.433864128711972
Ndc1	1.09128001224546	0.56816012017688
Zdhhc16	1.09183097465081	0.0157596994396984
Fcna	1.09212840688377	0.0593219320316066
Acp2	1.09257238135747	1.3717543672885e-09
Zbtb16	1.09312371222914	0.777962716069658
Rnf141	1.09463962603982	0.000593992593214979
H6pd	1.0947538762906	0.135293829094481
Il1rapl1	1.09498806102301	0.00224309478844244
Suclg2	1.09573966043615	0.00371740072234529
Fbxl14	1.09573966043615	0.798035906730426
2900005J15Rik	1.09573966043615	0.813760406746921
Rhod	1.09573966043615	1
Poli	1.09573966043615	1
Mrps30	1.09750658661034	0.0208565586076835
Rpa1	1.0987801147562	0.0442546277167371
Ppif	1.09893358478889	0.00398101389525284
Zfp580	1.09974159099365	1
Tbcc	1.10122967265306	2.38250911726594e-05
Nop58	1.10139132821274	3.59125573729817e-08
Igf2r	1.10159238668159	0.000358683600500863
Dctpp1	1.10177857691749	0.00152484248071146
Cyb5d1	1.10265907437594	0.441314061588412
Ints5	1.10265907437594	0.604116325687379
Nav1	1.10292083524773	5.65397434663476e-07
Tomm40l	1.10335284454603	0.0457559848172362
Lrp6	1.10535519745717	0.0566812999192092
Kctd6	1.10662797657889	0.00966263776748556
Vps9d1	1.10662797657889	0.0191748797799134
Rcc1	1.10662797657889	0.157065866361786
Slc25a26	1.10662797657889	0.321356701930597
Zfp362	1.10662797657889	0.416926723606823
Ctps	1.10662797657889	0.6255915521707
Arl6	1.10662797657889	0.758791731724643
E130311K13Rik	1.10662797657889	0.778171944846913
Thbs3	1.10662797657889	1
Gstp2	1.10662797657889	1
Meak7	1.10662797657889	1
Upf3b	1.10759981564622	0.00366415678230019
Slc35a1	1.10828911094881	0.0701809259932032
Sptssa	1.10853001382326	1.29675714610755e-10
Galnt2	1.10854390652965	1.0894523105534e-05
Hells	1.10920192024272	0.290446986008124
B4galt6	1.10992707483999	0.000177641979416352
Tmcc3	1.10992707483999	0.000836089590051425
Cdk10	1.11017704365996	0.105762051973219
Lsm14b	1.11017704365996	0.433719879972179
Zfp523	1.11017704365996	0.440836903810135
Idua	1.11017704365996	0.659280713932861
Tmem42	1.11100641708946	0.178646790249993
6330562C20Rik	1.11100641708946	0.286003898188733
Snhg16	1.11137629147705	0.033299673967073
Pla2g15	1.11172044583004	9.20503346251407e-05
Zfp934	1.11234162777329	0.817531684268121
Srgap3	1.11234162777329	0.817531684268121
Impdh1	1.11298814135833	0.011589813460637
Rbm14	1.11379963198115	0.132180159750928
Tprkb	1.11418532775697	0.0769304991146472
Ube2e2	1.11418532775697	0.0861238677518259
Pmepa1	1.11563921787386	0.0849640224161916
Shfl	1.11625667777667	0.206061880853014
Glmn	1.11625667777667	0.435387252412905
H2ax	1.11683978120295	0.000486951255400495
Bop1	1.11749806179781	0.0380436254944992
Jade1	1.11824705984572	0.123649181667322
Scoc	1.11843480075833	0.000526626120484369
Mpv17l2	1.11894123801774	3.81999619590721e-09
Marchf8	1.11997091599645	0.00162960830334103
Fasn	1.12127475254329	0.567229057780201
Mapkbp1	1.12127475254329	0.828942046997953
Gpr155	1.12127475254329	1
Gm46189	1.12127475254329	1
Tsix	1.12127475254329	1
Gm49586	1.12127475254329	1
Zxdb	1.12127475254329	1
C530020B09Rik	1.12127475254329	1
Gm57409	1.12127475254329	1
Pik3r3	1.12127475254329	1
Pcdh17	1.12127475254329	1
Ccr3	1.12127475254329	1
Tuba1b	1.12248405273219	0
Ndufa12	1.1238503671931	0
Ahnak2	1.12435414547526	0.248371785679475
Car5b	1.12548700383021	0.0484244570629402
Guf1	1.12643645765907	0.437254043230138
Enoph1	1.1279384828243	0.0198684483223386
Trerf1	1.12819002062302	0.000200198713639823
Sh2d2a	1.13067345054554	1
Adgre1	1.13079955474045	5.34493714924142e-13
Atpif1	1.13138478018813	0
Jup	1.1317480837728	0.177464891157848
Zfp369	1.13216306868603	0.137217100228055
Agfg2	1.13310018794008	0.00443795806698772
Ddah2	1.13310018794008	0.455150563396487
AW554918	1.13355308232173	0.00458651720478289
Sil1	1.13355308232173	0.00599514905971247
Tm7sf2	1.13421380825079	0.214269438305099
Abhd17c	1.13485315904383	0.247221126643961
H2ac8	1.13567413160391	0.000796693365662215
Scrib	1.13721629641231	0.0582518848770773
Mmgt1	1.13721629641231	0.539702372857224
Zfp157	1.13721629641231	0.637767556905754
Pfas	1.13721629641231	0.786830693010026
Cdc20	1.13721629641231	0.801507764640077
Gm49625	1.13721629641231	1
Tesmin	1.13721629641231	1
Gm29340	1.13721629641231	1
Crat	1.13829333643314	0.00452867240457482
Mthfsd	1.13979484051409	0.186426741196849
Ylpm1	1.14057530850223	0.00719142198590478
Siae	1.14057530850223	0.315767762483632
Pygb	1.14203331271009	0.00914491793871672
Dpep2	1.14249123845299	2.35160030365481e-06
Naa40	1.14261965494164	0.0160436655610541
Lipa	1.14476310546566	1.15414510247017e-12
Ankrd50	1.14572779626783	0.457097660602545
Men1	1.14572779626783	0.608081999793948
Pemt	1.14572779626783	1
Lipo3	1.14572779626783	1
Nr1d2	1.14697526287464	0.0397193985740072
