gene	log2fc	p
Fst	-0.241295326841417	1
Arhgap23	-0.241295326841417	1
Kirrel	-0.241295326841417	1
Ankrd1	-0.241295326841417	1
Dysf	-0.241295326841417	1
Morn1	-0.241295326841417	1
ENSMUSG00000096808	-0.241295326841417	1
Gm2164	-0.241295326841417	1
Tbx18	-0.241295326841417	1
Dhx58os	-0.241295326841417	1
Gm29361	-0.241295326841417	1
Gm48079	-0.241295326841417	1
Gm47695	-0.241295326841417	1
Nlgn3	-0.241295326841417	1
Nxph4	-0.241295326841417	1
Gm35363	-0.241295326841417	1
Gm16239	-0.241295326841417	1
Gm32036	-0.241295326841417	1
Heatr9	-0.241295326841417	1
Gm31462	-0.241295326841417	1
Gm43138	-0.241295326841417	1
Agt	-0.241295326841417	1
Gm17088	-0.241295326841417	1
9330136K24Rik	-0.241295326841417	1
Tle6	-0.241295326841417	1
Gm48045	-0.241295326841417	1
6230426M11Rik	-0.241295326841417	1
Gm48086	-0.241295326841417	1
Gm15513	-0.241295326841417	1
Gm42529	-0.241295326841417	1
Gm57160	-0.241295326841417	1
Gm3604	-0.241295326841417	1
Prcd	-0.241295326841417	1
Tsku	-0.241295326841417	1
Ccdc141	-0.241295326841417	1
Zbtb3	-0.241295326841417	1
Zfta	-0.241295326841417	1
Cd160	-0.241295326841417	1
Gm15892	-0.241295326841417	1
1700024B05Rik	-0.241295326841417	1
Aldh3a1	-0.241295326841417	1
Gm26838	-0.241295326841417	1
1700101I11Rik	-0.241295326841417	1
Smim10l2a	-0.241295326841417	1
Cdh18	-0.241295326841417	1
A330032B11Rik	-0.241295326841417	1
H3c8	-0.241295326841417	1
Pfn4	-0.241295326841417	1
Gm33195	-0.241295326841417	1
Padi3	-0.241295326841417	1
Irag1	-0.241295326841417	1
Gm13610	-0.241295326841417	1
B930094E09Rik	-0.241295326841417	1
Scarletltr	-0.241295326841417	1
Gm12204	-0.241295326841417	1
Aqp5	-0.241295326841417	1
Pp2d1	-0.241295326841417	1
BC106179	-0.241295326841417	1
Il1rapl2	-0.241295326841417	1
Gm52713	-0.241295326841417	1
Gm10010	-0.241295326841417	1
Dmwd	-0.241295326841417	1
Gm56819	-0.241295326841417	1
C1rb	-0.241295326841417	1
Mast1	-0.241295326841417	1
Matn1	-0.241295326841417	1
Plvap	-0.241295326841417	1
Stab2	-0.241295326841417	1
Gm57047	-0.241295326841417	1
Nckap5	-0.241295326841417	1
Msx1	-0.241295326841417	1
Fam222a	-0.241295326841417	1
Notch3	-0.241295326841417	1
Gria4	-0.241295326841417	1
Adh7	-0.241295326841417	1
Cracd	-0.241295326841417	1
Efna2	-0.241295326841417	1
9030619P08Rik	-0.241295326841417	1
Hmx2	-0.241295326841417	1
Nfe2l3	-0.241295326841417	1
Marchf9	-0.241295326841417	1
Gm57084	-0.241295326841417	1
4930458D05Rik	-0.241295326841417	1
C1qtnf9	-0.241295326841417	1
Gm19696	-0.241295326841417	1
Slc25a53	-0.241295326841417	1
Gne	-0.241295326841417	1
Pgap1	-0.241295326841417	1
D430020J02Rik	-0.241295326841417	1
Prdm9	-0.241295326841417	1
Trim34b	-0.241295326841417	1
Ptp4a1	-0.241295326841417	1
4930593A02Rik	-0.241295326841417	1
Xlr4a	-0.241295326841417	1
Slain1	-0.241295326841417	1
Six1	-0.241295326841417	1
Gm57251	-0.241295326841417	1
Rccd1	-0.241295326841417	1
Gm11973	-0.241295326841417	1
Tbc1d10c	-0.241295326841417	1
Gm48529	-0.241295326841417	1
Gm17745	-0.241295326841417	1
Gm49767	-0.241295326841417	1
Gm57450	-0.241295326841417	1
Sap30l	-0.241295326841417	1
Ppp1r3e	-0.241295326841417	1
Gm57286	-0.241295326841417	1
Aldh1l1	-0.241295326841417	1
Gm57442	-0.241295326841417	1
8430429K09Rik	-0.241295326841417	1
Tbx21	-0.241295326841417	1
Zbtb5	-0.241295326841417	1
Gm57471	-0.241295326841417	1
Gcat	-0.241295326841417	1
Il1r1	-0.241295326841417	1
Pir	-0.241295326841417	1
Serpinb9b	-0.241295326841417	1
P4htm	-0.241295326841417	1
Far1os	-0.241295326841417	1
Gm15472	-0.241295326841417	1
Fam221b	-0.241295326841417	1
Rragb	-0.241295326841417	1
Gm57421	-0.241295326841417	1
Col8a1	-0.241295326841417	1
Gm57306	-0.241295326841417	1
Gm26576	-0.241295326841417	1
4931422A03Rik	-0.241295326841417	1
Gm26801	-0.241295326841417	1
Gm57192	-0.241295326841417	1
5930430L01Rik	-0.241295326841417	1
Gm43024	-0.241295326841417	1
Gm9949	-0.241295326841417	1
Itgb3	-0.241295326841417	1
Gm48089	-0.241295326841417	1
Prdm10	-0.241295326841417	1
C5ar2	-0.241295326841417	1
BC024978	-0.241295326841417	1
E130308A19Rik	-0.241295326841417	1
D830050J10Rik	-0.241295326841417	1
Gm57214	-0.241295326841417	1
Ppp1r3d	-0.241295326841417	1
Gm26626	-0.241295326841417	1
Whrn	-0.241295326841417	1
Csrnp2	-0.241295326841417	1
Gm34917	-0.241295326841417	1
E130215H24Rik	-0.241295326841417	1
S1pr5	-0.241295326841417	1
Slc16a2	-0.241295326841417	1
Ubd	-0.241295326841417	1
Gm12319	-0.241295326841417	1
Med12l	-0.241295326841417	1
Farp2	-0.241295326841417	1
Cdr2	-0.241295326841417	1
Gm36738	-0.241295326841417	1
Fcrla	-0.241295326841417	1
Cenpk	-0.241295326841417	1
Lrrc63	-0.241295326841417	1
Stpg4	-0.241295326841417	1
Gm20337	-0.241295326841417	1
Mgam	-0.241295326841417	1
Sema4c	-0.241295326841417	1
Col4a1	-0.241295326841417	1
Hk1os	-0.241295326841417	1
9530082P21Rik	-0.241295326841417	1
Gm17066	-0.241295326841417	1
Ulk3	-0.241295326841417	1
Spats2l	-0.241295326841417	1
A630072M18Rik	-0.241295326841417	1
4632404H12Rik	-0.241295326841417	1
Gm41442	-0.241295326841417	1
Trp53cor1	-0.241295326841417	1
Taf9b	-0.241295326841417	1
Cenpo	-0.241295326841417	1
Tnfrsf8	-0.241295326841417	1
Rab3a	-0.241295326841417	1
Tox	-0.241295326841417	1
Gm2619	-0.241295326841417	1
Gucy2c	-0.241295326841417	1
Ptpn21	-0.241295326841417	1
Cfap141	-0.241295326841417	1
A530076I17Rik	-0.241295326841417	1
Gm50277	-0.241295326841417	1
Scpep1os	-0.241295326841417	1
AI597479	-0.241295326841417	1
Pygm	-0.241295326841417	1
Trim62	-0.241295326841417	1
Gnal	-0.241295326841417	1
Rbm11	-0.241295326841417	1
Clec2g	-0.241295326841417	1
Gm29264	-0.241295326841417	1
Krt83	-0.241295326841417	1
Gm48488	-0.241295326841417	1
Gabbr2	-0.241295326841417	1
Gm36839	-0.241295326841417	1
Mecom	-0.241295326841417	1
1700034H15Rik	-0.241295326841417	1
Scml4	-0.241295326841417	1
Epn2	-0.241295326841417	1
Setmar	-0.241295326841417	1
5930403N24Rik	-0.241295326841417	1
Gm56854	-0.241295326841417	1
1700055D18Rik	-0.241295326841417	1
Gm57468	-0.241295326841417	1
Gxylt2	-0.241295326841417	1
Gm57070	-0.241295326841417	1
Rgs9	-0.241295326841417	1
5830454E08Rik	-0.241295326841417	1
Sros1	-0.241295326841417	1
0610039K10Rik	-0.241295326841417	1
Gm56896	-0.241295326841417	1
Fbxo47	-0.241295326841417	1
Gm5535	-0.241295326841417	1
Sdc2	-0.241295326841417	1
Gm20531	-0.241295326841417	1
Gm56637	-0.241295326841417	1
Gm57387	-0.241295326841417	1
Tspoap1	-0.241295326841417	1
Gm16217	-0.241295326841417	1
Cage1	-0.241295326841417	1
Plod2	-0.241295326841417	1
Gm57291	-0.241295326841417	1
Robo2	-0.241295326841417	1
Btnl2	-0.241295326841417	1
Ufsp1	-0.241295326841417	1
Gm56748	-0.241295326841417	1
H2bc3	-0.241295326841417	1
Gm56909	-0.241295326841417	1
Gm8066	-0.241295326841417	1
Cadps2	-0.241295326841417	1
1700001L05Rik	-0.241295326841417	1
Adgrb1	-0.241295326841417	1
Fancb	-0.241295326841417	1
Cdh23	-0.241295326841417	1
Serpinc1	-0.241295326841417	1
Nlrp10	-0.241295326841417	1
Gm57022	-0.241295326841417	1
Gm5820	-0.241295326841417	1
Prkcz	-0.241295326841417	1
Myl2	-0.241295326841417	1
Gm45472	-0.241295326841417	1
B230217O12Rik	-0.241295326841417	1
Gm11884	-0.241295326841417	1
Lrrc36	-0.241295326841417	1
Ucp3	-0.241295326841417	1
Gm9929	-0.241295326841417	1
Gm10300	-0.241295326841417	1
Gm50335	-0.241295326841417	1
Gm19967	-0.241295326841417	1
Lox	-0.241295326841417	1
Atp2b2	-0.241295326841417	1
Gm48505	-0.241295326841417	1
Gls2	-0.241295326841417	1
Adat3	-0.241295326841417	1
Pcdh18	-0.241295326841417	1
Msh4	-0.241295326841417	1
Rab3b	-0.241295326841417	1
Gm48283	-0.241295326841417	1
Oprm1	-0.241295326841417	1
Prdm8	-0.241295326841417	1
Slc9b2	-0.241295326841417	1
Siglech	-0.241295326841417	1
Gm44140	-0.241295326841417	1
Cmya5	-0.241295326841417	1
Nbea	-0.241295326841417	1
Mfsd2b	-0.241295326841417	1
Gm20540	-0.241295326841417	1
ENSMUSG00000121393	-0.241295326841417	1
Mmp3	-0.241295326841417	1
Jcad	-0.241295326841417	1
Ccdc121rt3	-0.241295326841417	1
Magi1	-0.241295326841417	1
Gm57103	-0.241295326841417	1
B3gnt6	-0.241295326841417	1
Shox2	-0.241295326841417	1
Tcte2	-0.241295326841417	1
Akap5	-0.241295326841417	1
Gm57185	-0.241295326841417	1
4930505N22Rik	-0.241295326841417	1
Gm56793	-0.241295326841417	1
Mterf2	-0.241295326841417	1
Cep295nl	-0.241295326841417	1
Ribc1	-0.241295326841417	1
Gm56682	-0.241295326841417	1
Mfsd2a	-0.241295326841417	1
Adhfe1	-0.241295326841417	1
Gm17106	-0.241295326841417	1
E030042O20Rik	-0.241295326841417	1
Nrip3	-0.241295326841417	1
Plac9	-0.241295326841417	1
Gm14582	-0.241295326841417	1
Igsf3	-0.241295326841417	1
Dach2	-0.241295326841417	1
2010109A12Rik	-0.241295326841417	1
Cyp7b1	-0.241295326841417	1
Gm32200	-0.241295326841417	1
Gpr15	-0.241295326841417	1
Wdr49	-0.241295326841417	1
Rtn4rl2	-0.241295326841417	1
Gm42869	-0.241295326841417	1
Amy1	-0.241295326841417	1
Gm6634	-0.241295326841417	1
Itga2	-0.241295326841417	1
Plekhg1	-0.241295326841417	1
Islr	-0.241295326841417	1
Dnal1	-0.241295326841417	1
Mamdc4	-0.241295326841417	1
Gm50107	-0.241295326841417	1
Ddx25	-0.241295326841417	1
Gm826	-0.241295326841417	1
C030005K06Rik	-0.241295326841417	1
Ifitm7	-0.241295326841417	1
Rec114	-0.241295326841417	1
Gm16933	-0.241295326841417	1
Rcan2	-0.241295326841417	1
1700063D05Rik	-0.241295326841417	1
Gm10734	-0.241295326841417	1
2010310C07Rik	-0.241295326841417	1
Pacsin3	-0.241295326841417	1
Gm15943	-0.241295326841417	1
Fignl2	-0.241295326841417	1
F420014N23Rik	-0.241295326841417	1
Mlxipl	-0.241295326841417	1
Gm57476	-0.241295326841417	1
Pcx	-0.241295326841417	1
Ddr2	-0.241295326841417	1
Gm20005	-0.241295326841417	1
Gm57313	-0.241295326841417	1
Gm43466	-0.241295326841417	1
Gm20036	-0.241295326841417	1
Gm49747	-0.241295326841417	1
Frmd5	-0.241295326841417	1
Adgrd1	-0.241295326841417	1
Fcnaos	-0.241295326841417	1
Gm24474	-0.241295326841417	1
4930444A19Rik	-0.241295326841417	1
Gm15853	-0.241295326841417	1
Gm16536	-0.241295326841417	1
Gpr39	-0.241295326841417	1
Adgrg1	-0.241295326841417	1
Gm17089	-0.241295326841417	1
Gm9750	-0.241295326841417	1
Asgr2	-0.241295326841417	1
Zfp462	-0.241295326841417	1
Gm17096	-0.241295326841417	1
Slc44a3	-0.241295326841417	1
1700039M10Rik	-0.241295326841417	1
Prss12	-0.241295326841417	1
Gm57275	-0.241295326841417	1
Gm13966	-0.241295326841417	1
Zfp97	-0.241295326841417	1
Gm57410	-0.241295326841417	1
Gm15747	-0.241295326841417	1
Lamb1	-0.241295326841417	1
4933424G06Rik	-0.241295326841417	1
Tesc	-0.241295326841417	1
Tek	-0.241295326841417	1
Gm47484	-0.241295326841417	1
ENSMUSG00000121342	-0.241295326841417	1
Gm57203	-0.241295326841417	1
Tubb1	-0.241295326841417	1
Pdgfrb	-0.241295326841417	1
Gm3716	-0.241295326841417	1
Igfbp3	-0.241295326841417	1
Nr2f2	-0.241295326841417	1
Rbms3	-0.241295326841417	1
2310043M15Rik	-0.241295326841417	1
Mycbpap	-0.241295326841417	1
4833412C05Rik	-0.241295326841417	1
Gm56764	-0.241295326841417	1
Myom1	-0.241295326841417	1
Gpihbp1	-0.241295326841417	1
Ccdc142os	-0.241295326841417	1
Pkd1l3	-0.241295326841417	1
Plekhg5	-0.241295326841417	1
Smim33	-0.241295326841417	1
Mrgpre	-0.241295326841417	1
Spx	-0.241295326841417	1
Gm31834	-0.241295326841417	1
1700001G11Rik	-0.241295326841417	1
Gm56776	-0.241295326841417	1
Jrk	-0.241295326841417	1
1700064H15Rik	-0.241295326841417	1
Tmem91	-0.241295326841417	1
Gm57429	-0.241295326841417	1
Perp	-0.241295326841417	1
Ppef1	-0.241295326841417	1
Has1	-0.241295326841417	1
Gm40932	-0.241295326841417	1
Gm36457	-0.241295326841417	1
Sorcs1	-0.241295326841417	1
A930024E05Rik	-0.241295326841417	1
Cdh24	-0.241295326841417	1
Gm57447	-0.241295326841417	1
Wdr95	-0.241295326841417	1
Krt7	-0.241295326841417	1
Osbp2	-0.241295326841417	1
4632411P08Rik	-0.241295326841417	1
Pglyrp2	-0.241295326841417	1
Pars2	-0.241295326841417	1
Gm48837	-0.241295326841417	1
Gm49208	-0.241295326841417	1
Kdelr3	-0.241295326841417	1
Fzd3	-0.241295326841417	1
Rhobtb3	-0.241295326841417	1
Gm16576	-0.241295326841417	1
P3h4	-0.241295326841417	1
Ptprn	-0.241295326841417	1
Kdm6bos	-0.241295326841417	1
A230083N12Rik	-0.241295326841417	1
Megf11	-0.241295326841417	1
1100001I12Rik	-0.241295326841417	1
Aff1	-0.239866208308617	0.676054884111449
Zfp292	-0.239425339488371	0.929498894646068
Mmp8	-0.237872561200628	0.024947308434221
Usp38	-0.236863080526156	1
Cd33	-0.235512974247412	0.017214521059579
Acta2	-0.235418760504748	0.998916775202332
E230029C05Rik	-0.234752480974645	1
Plbd1	-0.233809764036494	0.346691248706852
Tiam1	-0.233105929028071	1
Wdtc1	-0.232883087025217	1
Map3k20	-0.232471476454411	1
Rnf167	-0.231311238268795	1
Tmed5	-0.231185299196577	0.0540345118394177
Stk24	-0.231070655830956	0.984479130655897
Ccdc186	-0.230648082641909	1
1810055G02Rik	-0.230488571884835	1
Kdm7a	-0.230369529046205	0.393929125990135
Ccdc84	-0.230324209020414	1
Hmgcr	-0.230282334118999	1
Sec23ip	-0.229799688003588	1
Magohb	-0.229537355965245	1
BC028528	-0.229460190404448	0.502482839266808
Slc30a5	-0.22901699706298	1
Tmem38b	-0.228911602385585	1
Irak2	-0.228655146062646	0.0396249019764797
Pnp	-0.228453262296071	0.00592993738396822
Sun1	-0.228119938093685	1
Cldnd1	-0.227812097477795	0.695846662457969
Pnrc1	-0.227696774039072	0.000373979278762988
Wrn	-0.227220141629695	1
Lrrc8b	-0.22586528627181	1
Itga4	-0.225713785642555	0.785488152922239
Msl2	-0.225698471790399	1
Plaat3	-0.22544137564058	1
Trim34a	-0.224807204052847	1
Tifab	-0.224644086291254	1
Bscl2	-0.223468329869543	0.913886193722806
Selenon	-0.223261404011156	1
Skic2	-0.22267964867407	1
Pdk1	-0.221666520092485	1
C1ra	-0.221117444903787	1
Large1	-0.221117444903787	1
Casc3	-0.220130716843375	1
Map3k5	-0.220011768473451	1
Prkag1	-0.21983081765282	1
Mlkl	-0.21904251999429	1
Lrrfip1	-0.218869563780182	0.211993337132046
Parp9	-0.218787927431848	1
Ston2	-0.217836354017429	1
Fbxl12	-0.21757925786761	1
Piga	-0.217448584887049	1
Arid4b	-0.217302471219621	0.53459373537224
1700037C18Rik	-0.21704778059474	1
Dhrs9	-0.216404151299707	0.689253603088232
Nxn	-0.216204345878586	1
Abi3	-0.216094772716275	0.453839909340278
Utrn	-0.215824639325299	1
Agrn	-0.215300118308474	1
Wdr53	-0.215300118308474	1
Hdhd5	-0.215300118308474	1
Dr1	-0.214660200337951	0.852391950443228
Trim23	-0.214328279241147	1
Phf20l1	-0.213787011492288	0.882847710526546
Gnb5	-0.213280950671821	1
Helz2	-0.212913525471595	1
Taf13	-0.212279252981249	0.968926850448695
Tecpr2	-0.211547983447365	1
Lipe	-0.210921677797898	1
Brat1	-0.210921677797898	1
Atp10a	-0.210921677797898	1
Dbt	-0.210921677797898	1
Stx11	-0.210551803410309	1
Chuk	-0.210551803410309	1
Pknox1	-0.210134395354957	1
Spata13	-0.209586467114079	1
Mtmr4	-0.209586467114079	1
Txlng	-0.209114921092268	1
Adprm	-0.209114921092268	1
Snx10	-0.208727464384987	0.763572573963926
Cmtr1	-0.208711117769827	1
Cib2	-0.208505391723748	1
Trp53inp2	-0.208505391723748	1
Zfp951	-0.208128462906217	1
Vasp	-0.20794806965298	0.376022193616014
Rfx7	-0.207612200585129	1
Pop4	-0.20734799491808	1
L1cam	-0.20734799491808	1
Csf2rb	-0.207099273312159	0.179574466729758
Ccdc134	-0.20652990868074	1
Ptar1	-0.20652990868074	1
Klhl26	-0.20652990868074	1
Egr1	-0.206465342678318	0.103714223089655
Gm56496	-0.205671417110697	1
Ifi35	-0.205146323368452	0.70942537920923
Cdkn1b	-0.205123964896202	0.800994523063221
Setd4	-0.204769450816304	1
Gm57137	-0.204769450816304	1
Etfbkmt	-0.203820621422754	1
Qser1	-0.203820621422754	1
Virma	-0.203681035041639	1
Atg9a	-0.203327476642397	1
Pfkp	-0.203102173338599	0.836926277723283
Golph3	-0.202991438664777	1
Tnks	-0.202991438664777	1
Cox4i2	-0.202821179026781	0.401289583670175
Dpy19l1	-0.202821179026781	1
Cxcr1	-0.202821179026781	1
Tlr9	-0.20176696265478	1
Seh1l	-0.201549148048661	1
Jaml	-0.201430865963477	0.29606957308869
H1f2	-0.201297258909497	0.491579087855357
Phf11b	-0.201217887466082	0.600641842864555
Sirpb1b	-0.200937589225277	1
Icam1	-0.200653342344072	1
Hyal1	-0.200653342344071	1
Sh3d19	-0.200653342344071	1
Tuft1	-0.200653342344071	1
Nsd3	-0.200245167198928	0.383327756414659
Ptpro	-0.200219383838502	0.386020945381601
Arf4	-0.200054808646783	0.254873060827424
Lsp1	-0.199286830244852	8.96221792620619e-06
Dedd2	-0.198949036131823	1
Zdhhc12	-0.19886006052102	1
Dstn	-0.198811995519905	1
Herc3	-0.198226604949532	1
Gm31619	-0.198226604949532	1
Gm14966	-0.198226604949532	1
Tet2	-0.197687883867511	0.78887924150367
Zfp869	-0.196901207482965	1
Chmp4b	-0.195623468456136	0.0599692856797286
Gmip	-0.195617752446773	1
Rybp	-0.195491637228293	1
S100a9	-0.195436255106549	2.86029655711049e-09
Card9	-0.194902421356966	1
Zfp24	-0.194501115362476	1
Sag	-0.193989612063061	1
Tent5a	-0.193794903237488	1
H2-T23	-0.193500607520813	0.0531057719436321
Smpdl3b	-0.193466801750803	1
Gfod1	-0.193466801750801	1
Zfp322a	-0.193466801750801	1
Borcs5	-0.193466801750801	1
Bex6	-0.193466801750801	1
Fah	-0.193466801750801	1
Zfp608	-0.19316283116832	1
Mycbp2	-0.192955792569959	0.371854980625139
Cnn2	-0.19294380191151	0.497479810498358
Dnajb9	-0.192796809150228	1
A930015D03Rik	-0.192621480105727	1
Lppos	-0.192385726360472	1
Gm40630	-0.192385726360472	1
Gm15706	-0.192385726360472	1
Arel1	-0.191022120360194	1
Wdr45	-0.190070003486243	1
Runx1	-0.1899017402986	0.00326409984911355
Upb1	-0.188827906947282	0.598969175361169
Strbp	-0.188827906947282	1
Hrh2	-0.188827906947282	1
Il18r1	-0.188827906947282	1
Atp2c1	-0.188346446892458	1
Baz2b	-0.187872289875256	0.615491654192099
Sec24b	-0.187672132768994	1
Znfx1	-0.187332498634186	1
Cdyl	-0.186847542819041	1
Ass1	-0.186693742296429	0.317718156805719
Arl5a	-0.186618234221103	1
Inpp4b	-0.186589434751282	1
Il10ra	-0.1853018712124	0.537837706225812
Cytip	-0.18503397244711	0.0412256094834601
Spop	-0.184861875978659	0.629309991559265
Rnf34	-0.18471179847505	1
Alpk2	-0.18471179847505	1
Tmed8	-0.18471179847505	1
Phospho1	-0.18471179847505	1
Zdhhc17	-0.18471179847505	1
Pald1	-0.18471179847505	1
Dars2	-0.18471179847505	1
Kics2	-0.18471179847505	1
Stat2	-0.184594739361765	0.710348042024804
Fmnl1	-0.184414304909527	0.609896555441702
Zfp281	-0.184264381805039	1
Tlk2	-0.183809832180657	1
Stk10	-0.183656700973473	1
4933421O10Rik	-0.183579828985131	1
Cd24a	-0.18310791277246	0.344654533483493
Sipa1l1	-0.182799677531273	1
Ccnd3	-0.182713605578207	0.733237274750558
Slc25a38	-0.181589080717149	1
Mbip	-0.181423870864019	1
Apeh	-0.181174334403846	1
Bclaf3	-0.180922708861936	1
Fam110a	-0.180922708861936	1
Rnf11	-0.180859472979443	1
Orai1	-0.180769761507171	0.733484234495625
Gosr1	-0.180753784906367	1
Sash3	-0.180470134145374	1
Mid1ip1	-0.179894782177275	1
Pex1	-0.179894782177275	1
Arsg	-0.179894782177273	1
Gm57323	-0.179894782177273	1
Gm19412	-0.179894782177273	1
ENSMUSG00000121399	-0.179894782177273	1
Zfp287	-0.179894782177273	1
Ubxn11	-0.179894782177273	1
Ppp1r3b	-0.179308439945716	1
Faap100	-0.178101500354223	1
Ppp1r15a	-0.176298071994981	0.258020451042179
Lilrb4b	-0.176238526339586	0.000326893647313936
Dna2	-0.176200298619532	1
Thap7	-0.176200298619532	1
Bcl9	-0.176200298619532	1
Rab39	-0.176200298619532	1
Dennd11	-0.175919317989393	1
Psd4	-0.175706985213841	1
Irf8	-0.17565171060067	0.0644880769256774
Sesn2	-0.17540739118496	1
Rap1gap2	-0.175297768067178	1
Elf4	-0.174719852064902	1
Ptprd	-0.17418113098288	0.96351985687051
3010003L21Rik	-0.17418113098288	1
Emp2	-0.17418113098288	1
Thbd	-0.17418113098288	1
Homez	-0.17418113098288	1
1700030J22Rik	-0.17418113098288	1
Atp6v1g2	-0.17418113098288	1
Ifi44l	-0.173479942613847	1
Snapc1	-0.173479942613847	1
B3gnt2	-0.173391262339614	1
Rnf31	-0.173123824199838	1
Fiz1	-0.172908351861167	1
Cep63	-0.172582576757403	1
Siah2	-0.172433468696613	1
Ccpg1	-0.171107478601333	1
Hdac7	-0.170905998950019	1
Dtnb	-0.170905998950019	1
9930022D16Rik	-0.170905998950019	1
Slfn3	-0.170905998950019	1
Zkscan1	-0.170212228779935	1
Med20	-0.170036643671596	1
Tstd3	-0.170036643671596	1
Frat2	-0.169742065816383	1
Wdr13	-0.169145541085582	1
Ier5	-0.168815951720761	0.505366729026728
Top3b	-0.168782827057049	1
Arg2	-0.167797514192027	3.13310161957742e-05
Arhgap27os2	-0.167294745397641	1
Lockd	-0.167294745397641	1
Gm11827	-0.167294745397641	1
Tmem39a	-0.16729474539764	1
Zfp983	-0.16729474539764	1
Ptbp2	-0.16681711088214	1
Tmem168	-0.166333269160196	1
Pex16	-0.165346473608118	1
Dcaf11	-0.165346473608118	1
Igsf6	-0.165255474803945	0.521531759072935
E230013L22Rik	-0.164674045238504	1
C87436	-0.164333345026534	1
Zfp513	-0.164127466318957	1
Nudt4	-0.163890823155812	1
Lsm14a	-0.163795758906904	0.996178173412256
Zfp821	-0.163758726370397	1
Xaf1	-0.163657915447151	0.818030838016569
Socs3	-0.163555576891847	0.845433357365501
Rfng	-0.163292814840144	1
Ero1a	-0.162907428156702	1
Bri3bp	-0.162853972238772	1
Ccnf	-0.161860859347013	0.478309070627609
Gm53610	-0.161860859347013	1
Id2	-0.161765745585802	0.00134756327825342
Errfi1	-0.161568134370683	1
Retreg1	-0.16147524604429	1
Icosl	-0.161442019152202	1
Fbxw4	-0.161327022138002	1
Cfap97	-0.161124978157434	1
Dgat1	-0.160738972793021	0.807409518242381
Far1	-0.160158564116012	1
Marchf1	-0.159867727497571	0.400645415491547
Pja2	-0.159813924702775	1
Cop1	-0.159765441344819	1
Tnip1	-0.159437057424644	1
Psmb10	-0.158890274815345	0.254633052494443
Ralgapa1	-0.158833166649445	0.773594501715318
Ublcp1	-0.158833166649445	1
Asah2	-0.158833166649445	1
Shld1	-0.158833166649445	1
Arl13b	-0.158833166649445	1
Pigg	-0.158833166649445	1
Ddi2	-0.158495021788904	1
Arid4a	-0.158482444624893	1
H3f3b	-0.158449884567637	0.0221217117275538
Cdk17	-0.158333877826019	1
Sirpb1a	-0.157810341338336	0.40860142678892
Gsap	-0.157264380260376	1
Sesn3	-0.156406429254905	1
Tpi1	-0.155777255655359	1.72232768989622e-05
Crem	-0.155650299761239	1
Dnajb1	-0.155623985934149	1
Gapt	-0.155039593490999	1
Aldh2	-0.154916268069157	1
Mapk1ip1l	-0.154507241246653	1
Fkbp1b	-0.154143377746336	1
Bicral	-0.153832485591078	1
Gm14963	-0.153832485591078	1
Plk3	-0.153706016597713	0.422415832418082
Ing3	-0.15319133527719	1
4632427E13Rik	-0.15275865223976	1
Khdc4	-0.152361598421128	1
Ypel3	-0.151743741863124	1
Rnf185	-0.151285161108822	1
Alg9	-0.151097517869838	1
Myd88	-0.150304559163344	1
Tmem131l	-0.150147438783222	1
Sat1	-0.148185922449936	0.0954853278767907
Zfp511	-0.148185922449936	1
Rfx3	-0.148185922449936	1
4921516A02Rik	-0.148185922449936	1
Rexo5	-0.148185922449936	1
Gm57270	-0.148185922449936	1
Gm57200	-0.148185922449936	1
Bag2	-0.148185922449936	1
Rassf7	-0.148185922449936	1
Porcn	-0.148185922449936	1
Tagap1	-0.148185922449936	1
6430590A07Rik	-0.148185922449936	1
2900093K20Rik	-0.148185922449936	1
Muc1	-0.148185922449936	1
Dcbld2	-0.148185922449936	1
Gm56645	-0.148185922449936	1
Zfp526	-0.148185922449936	1
Med4	-0.147428403377195	1
Zfand5	-0.147353472582532	0.0588024510343574
Cast	-0.146925376244019	0.954310507668611
Braf	-0.146912661913879	1
Msi2	-0.145435311433902	1
Piwil2	-0.145080011582114	1
Rnf149	-0.144805547585821	0.505498469671898
Zc3h7a	-0.144559540043986	1
Parp4	-0.144333596954329	1
Rps9	-0.144226783301002	0.344726024350079
Gm34343	-0.143998125486502	1
Gm56860	-0.143998125486502	1
Zfp653	-0.143998125486502	1
Septin6	-0.143114932902514	1
L3mbtl3	-0.143114932902514	1
Lancl2	-0.143114932902514	1
Fgr	-0.14283268795573	1
Scimp	-0.142731492357827	1
Ogfod3	-0.141759653290503	1
Gm9993	-0.141759653290503	1
Zfp335	-0.141759653290503	1
Sorbs1	-0.141759653290503	1
Ric1	-0.140768450887454	1
Gosr2	-0.140679387391367	1
Usp53	-0.140366417990637	1
Rrp1b	-0.140300666103065	1
Selplg	-0.140193131696405	0.990223724178186
Sirt7	-0.139674422594419	1
Det1	-0.139415712822204	1
Zfp268	-0.139415712822204	1
Slc25a12	-0.139197139222682	1
Sirpb1c	-0.139140782846929	1
Tmbim4	-0.138799454459859	0.446770233877152
Klra3	-0.138201833877313	1
Rbm15b	-0.138201833877313	1
Pygl	-0.138041365044393	0.918942089305839
Rlf	-0.137762762319558	1
Tiparp	-0.137308929244258	0.00667913122942278
Rnf25	-0.137272262298189	1
Emilin2	-0.137094507621941	0.0535570478453434
Macroh2a1	-0.1366350597785	1
